Facebook Ireland Limited,Invoice Report
Business Name,ReadyPlanet BM1,Report Start Date,31 Jan 2021
Business ID,_10152359449443603_,Report End Date,05 Feb 2021
Taxed Amount in period,฿0.00
Total Invoiced Amount in period,"฿11,844,645.82"
Total Due Amount in period,"฿11,844,645.82"


Vendor,Invoice Number,Transaction Type,Advertiser,Billing Period,Payment Terms,Invoice Net Amount,Invoice Tax Amount,Invoice Total Amount,Liable Party,Currency,Issue Date,Due Date,Payment Status,Amount Due,Customer PO Number,Ad Account Id,Ad Account Name,Campaign Id,Campaign Name,Campaign Objective,Campaign Clicks,Campaign Impressions,Campaign Labels,Campaign Amount,Campaign Tax Amount,Campaign Total Amount,Campaign Creator,Campaign Last Modified By
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844036970030160_,,,,412,,฿73.81,฿0.00,฿73.81,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843364291820160_,,,,601,,฿82.07,฿0.00,฿82.07,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843364725560160_,,,,1441,,฿175.35,฿0.00,฿175.35,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843811580980160_,,,,406,,฿56.15,฿0.00,฿56.15,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843368061820160_,,,,901,,฿59.11,฿0.00,฿59.11,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844131783940160_,,,,3,,฿0.11,฿0.00,฿0.11,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844755727490160_,,,,302,,฿20.28,฿0.00,฿20.28,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843534536470160_,,,,1394,,฿92.12,฿0.00,฿92.12,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843581135630160_,,,,5003,,฿44.56,฿0.00,฿44.56,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844244982340160_,,,,276,,฿24.89,฿0.00,฿24.89,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23846516677590160_,,,,6480,,฿57.24,฿0.00,฿57.24,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759083920160_,,,,350,,฿27.15,฿0.00,฿27.15,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_211182990177361_,,_23846347932980444_,,,,176,,฿37.66,฿0.00,฿37.66,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_211182990177361_,,_23846347909120444_,,,,538,,฿70.55,฿0.00,฿70.55,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854739330411_,,,,856,,฿101.27,฿0.00,฿101.27,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_355655378293964_,,_23843679371230173_,,,,877809,,"฿31,302.20",฿0.00,"฿31,302.20",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854616880411_,,,,1081,,฿116.20,฿0.00,฿116.20,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854975920411_,,,,472,,฿54.25,฿0.00,฿54.25,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846855122700411_,,,,2278,,฿147.62,฿0.00,฿147.62,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2794489513937685_,,_23846379839050711_,,,,5871,,฿433.20,฿0.00,฿433.20,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_3660591987339063_,,_23846355025130635_,,,,5374,,฿137.12,฿0.00,฿137.12,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_3660591987339063_,,_23846458236300635_,,,,406,,฿16.18,฿0.00,฿16.18,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_3660591987339063_,,_23846326332510635_,,,,2307,,฿76.30,฿0.00,฿76.30,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981054020411_,,,,207,,฿29.45,฿0.00,฿29.45,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2794489513937685_,,_23844947671170711_,,,,273,,฿49.17,฿0.00,฿49.17,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854886450411_,,,,1525,,฿158.03,฿0.00,฿158.03,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981684100411_,,,,186,,฿23.73,฿0.00,฿23.73,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847001498540411_,,,,286,,฿35.66,฿0.00,฿35.66,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854951890411_,,,,308,,฿24.13,฿0.00,฿24.13,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847001956850411_,,,,205,,฿22.71,฿0.00,฿22.71,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846980652820411_,,,,145,,฿23.14,฿0.00,฿23.14,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981354200411_,,,,243,,฿23.19,฿0.00,฿23.19,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981566290411_,,,,853,,฿80.43,฿0.00,฿80.43,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846980900130411_,,,,52,,฿18.08,฿0.00,฿18.08,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981409540411_,,,,331,,฿47.99,฿0.00,฿47.99,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854534240411_,,,,665,,฿81.65,฿0.00,฿81.65,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854644350411_,,,,534,,฿58.91,฿0.00,฿58.91,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847002164990411_,,,,257,,฿18.35,฿0.00,฿18.35,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854596760411_,,,,1933,,฿205.17,฿0.00,฿205.17,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981303930411_,,,,382,,฿51.46,฿0.00,฿51.46,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_211182990177361_,,_23846900403270444_,,,,292,,฿17.84,฿0.00,฿17.84,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846863308190411_,,,,765,,฿59.85,฿0.00,฿59.85,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981523870411_,,,,307,,฿48.99,฿0.00,฿48.99,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854984560411_,,,,252,,฿30.10,฿0.00,฿30.10,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843815291880160_,,,,3427,,฿98.84,฿0.00,฿98.84,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844244971260160_,,,,1111,,฿31.43,฿0.00,฿31.43,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847002125970411_,,,,94,,฿13.36,฿0.00,฿13.36,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846854669470411_,,,,1128,,฿78.43,฿0.00,฿78.43,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981337090411_,,,,69,,฿5.60,฿0.00,฿5.60,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847001646080411_,,,,163,,฿25.63,฿0.00,฿25.63,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847004923070411_,,,,325,,฿20.97,฿0.00,฿20.97,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847002053070411_,,,,240,,฿26.03,฿0.00,฿26.03,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847002615240411_,,,,551,,฿43.78,฿0.00,฿43.78,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847004771610411_,,,,225,,฿24.45,฿0.00,฿24.45,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_211182990177361_,,_23846570927770444_,,,,1357,,฿47.58,฿0.00,฿47.58,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847004856820411_,,,,94,,฿12.43,฿0.00,฿12.43,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846980757120411_,,,,77,,฿8.67,฿0.00,฿8.67,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843364282120160_,,,,135,,฿23.07,฿0.00,฿23.07,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759020000160_,,,,887,,฿33.16,฿0.00,฿33.16,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23845583663280160_,,,,258,,฿10.27,฿0.00,฿10.27,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846980823840411_,,,,679,,฿43.29,฿0.00,฿43.29,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843863615490160_,,,,185,,฿5.74,฿0.00,฿5.74,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981224020411_,,,,265,,฿26.08,฿0.00,฿26.08,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844960397410160_,,,,10047,,฿343.85,฿0.00,฿343.85,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847053559150411_,,,,409,,฿42.89,฿0.00,฿42.89,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844198350810160_,,,,1543,,฿87.03,฿0.00,฿87.03,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847002234880411_,,,,188,,฿20.18,฿0.00,฿20.18,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847015860230411_,,,,151,,฿20.13,฿0.00,฿20.13,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846980612220411_,,,,298,,฿24.90,฿0.00,฿24.90,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846980936700411_,,,,144,,฿14.02,฿0.00,฿14.02,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847053677430411_,,,,692,,฿119.05,฿0.00,฿119.05,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844756160690160_,,,,792,,฿43.33,฿0.00,฿43.33,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844755804670160_,,,,830,,฿28.88,฿0.00,฿28.88,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23846981829410411_,,,,280,,฿42.52,฿0.00,฿42.52,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2740458976241812_,,_23847002575730411_,,,,700,,฿58.57,฿0.00,฿58.57,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_285054279546841_,,_23846625074730206_,,,,310038,,"฿43,003.06",฿0.00,"฿43,003.06",,
