Facebook Ireland Limited,Invoice Report
Business Name,ReadyPlanet BM1,Report Start Date,31 Jan 2021
Business ID,_10152359449443603_,Report End Date,05 Feb 2021
Taxed Amount in period,฿0.00
Total Invoiced Amount in period,"฿11,844,645.82"
Total Due Amount in period,"฿11,844,645.82"


Vendor,Invoice Number,Transaction Type,Advertiser,Billing Period,Payment Terms,Invoice Net Amount,Invoice Tax Amount,Invoice Total Amount,Liable Party,Currency,Issue Date,Due Date,Payment Status,Amount Due,Customer PO Number,Ad Account Id,Ad Account Name,Campaign Id,Campaign Name,Campaign Objective,Campaign Clicks,Campaign Impressions,Campaign Labels,Campaign Amount,Campaign Tax Amount,Campaign Total Amount,Campaign Creator,Campaign Last Modified By
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483201272228_,,_23846797842480475_,,,,734,,฿67.49,฿0.00,฿67.49,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846623072220185_,,,,221,,฿5.99,฿0.00,฿5.99,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483247938890_,,_23846771587910125_,,,,149,,฿71.64,฿0.00,฿71.64,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483247938890_,,_23846640088680125_,,,,11952,,"฿1,620.77",฿0.00,"฿1,620.77",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846757583170185_,,,,223,,฿5.17,฿0.00,฿5.17,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846783421330185_,,,,1952,,฿17.90,฿0.00,฿17.90,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846644300570185_,,,,3456,,฿27.49,฿0.00,฿27.49,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846624083190185_,,,,4356343,,"฿10,620.72",฿0.00,"฿10,620.72",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846644170180185_,,,,105,,฿0.35,฿0.00,฿0.35,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846624149740185_,,,,518,,฿6.42,฿0.00,฿6.42,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544388700185_,,,,2545,,฿79.14,฿0.00,฿79.14,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544620240185_,,,,3992,,฿104.64,฿0.00,฿104.64,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782282410004_,,,,32281,,"฿1,046.70",฿0.00,"฿1,046.70",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846790054790004_,,,,24299,,฿471.52,฿0.00,฿471.52,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846783944420185_,,,,10884,,฿82.01,฿0.00,฿82.01,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783747940004_,,,,4404,,฿230.43,฿0.00,฿230.43,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846622747350185_,,,,1145,,฿70.24,฿0.00,฿70.24,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846790176530004_,,,,19699,,฿630.17,฿0.00,฿630.17,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846623719790185_,,,,1563702,,"฿7,255.70",฿0.00,"฿7,255.70",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846544510770185_,,,,34559,,฿814.16,฿0.00,฿814.16,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846791799100004_,,,,32084,,"฿2,869.94",฿0.00,"฿2,869.94",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846791473040004_,,,,100166,,"฿1,889.21",฿0.00,"฿1,889.21",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483261272222_,,_23846623825320185_,,,,3935640,,"฿10,466.83",฿0.00,"฿10,466.83",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846849112450004_,,,,165099,,"฿1,776.60",฿0.00,"฿1,776.60",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783351750004_,,,,6577,,"฿1,604.96",฿0.00,"฿1,604.96",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783940210004_,,,,53043,,฿693.92,฿0.00,฿693.92,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782281010004_,,,,33975,,฿441.74,฿0.00,฿441.74,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846922006750004_,,,,21282,,฿246.85,฿0.00,฿246.85,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846791391250004_,,,,4773,,฿374.66,฿0.00,฿374.66,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783396560004_,,,,91928,,"฿1,371.60",฿0.00,"฿1,371.60",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846781516470004_,,,,82883,,"฿1,205.55",฿0.00,"฿1,205.55",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846791759470004_,,,,6945,,"฿2,049.69",฿0.00,"฿2,049.69",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846781773000004_,,,,14290,,"฿3,315.81",฿0.00,"฿3,315.81",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846921998900004_,,,,18655,,฿243.08,฿0.00,฿243.08,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782947420004_,,,,63946,,฿896.93,฿0.00,฿896.93,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783717770004_,,,,23155,,฿335.63,฿0.00,฿335.63,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846780725320004_,,,,5159,,"฿1,616.77",฿0.00,"฿1,616.77",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782950700004_,,,,1779,,฿307.77,฿0.00,฿307.77,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846792092310004_,,,,8280,,"฿1,576.73",฿0.00,"฿1,576.73",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783693450004_,,,,5349,,"฿1,319.91",฿0.00,"฿1,319.91",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846791799100004_,,,,3788,,฿857.34,฿0.00,฿857.34,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846790541640004_,,,,7977,,฿801.66,฿0.00,฿801.66,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846791952120004_,,,,1595,,฿254.87,฿0.00,฿254.87,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846792013250004_,,,,9975,,"฿1,911.86",฿0.00,"฿1,911.86",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846791957890004_,,,,12253,,"฿1,626.90",฿0.00,"฿1,626.90",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846791142140004_,,,,5487,,฿576.12,฿0.00,฿576.12,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846784215720004_,,,,70631,,฿968.26,฿0.00,฿968.26,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846872686490004_,,,,51757,,฿747.81,฿0.00,฿747.81,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846922028350004_,,,,14512,,฿213.53,฿0.00,฿213.53,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846789824100004_,,,,84931,,"฿1,054.29",฿0.00,"฿1,054.29",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782226380004_,,,,46396,,฿755.53,฿0.00,฿755.53,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846857115460004_,,,,15668,,"฿2,198.67",฿0.00,"฿2,198.67",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846781048710004_,,,,16252,,"฿2,806.16",฿0.00,"฿2,806.16",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846780022920004_,,,,10581,,"฿1,970.76",฿0.00,"฿1,970.76",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782231290004_,,,,1488,,฿313.84,฿0.00,฿313.84,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846781421490004_,,,,3312,,฿646.10,฿0.00,฿646.10,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846780113130004_,,,,1349,,฿171.57,฿0.00,฿171.57,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846780997790004_,,,,1601,,฿173.83,฿0.00,฿173.83,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782892400004_,,,,3224,,฿849.18,฿0.00,฿849.18,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846781109740004_,,,,2737,,฿385.27,฿0.00,฿385.27,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846780883980004_,,,,1256,,฿179.55,฿0.00,฿179.55,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783148830004_,,,,49562,,฿587.57,฿0.00,฿587.57,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846784187400004_,,,,217,,฿39.06,฿0.00,฿39.06,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846792075590004_,,,,1766,,฿210.57,฿0.00,฿210.57,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783340080004_,,,,2446,,฿435.68,฿0.00,฿435.68,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782014250004_,,,,6469,,"฿1,284.79",฿0.00,"฿1,284.79",,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783727910004_,,,,1996,,฿354.85,฿0.00,฿354.85,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846790311330004_,,,,3663,,฿381.37,฿0.00,฿381.37,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783167920004_,,,,981,,฿212.52,฿0.00,฿212.52,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846791195800004_,,,,2948,,฿411.74,฿0.00,฿411.74,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782692430004_,,,,1173,,฿188.36,฿0.00,฿188.36,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846783945160004_,,,,1210,,฿282.51,฿0.00,฿282.51,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846782675900004_,,,,752,,฿101.02,฿0.00,฿101.02,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846784299610004_,,,,2228,,฿404.93,฿0.00,฿404.93,,
Facebook Ireland Limited,226780900,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿6,931,327.22",฿0.00,"฿6,931,327.22","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿6,931,327.22",,_225483374605544_,,_23846781830070004_,,,,3153,,฿547.96,฿0.00,฿547.96,,
